,x,y,z,p2_before,p2_after,speed
82,12.5,25.66575,-6.5,0,0,10.0
83,12.5,25.66575,-6.5,0,0,10.0
84,12.5,25.66575,-6.5,0,1,0.0
85,12.5,25.66575,-6.5,1,0,0.0
86,12.5,31.57025,-20.5,0,0,10.0
87,12.5,31.57025,-20.5,0,0,10.0
88,12.5,31.57025,-20.5,0,1,0.0
89,12.5,31.57025,-20.5,1,0,0.0
90,12.5,31.57025,-16.5,0,0,10.0
91,12.5,31.57025,-16.5,0,0,10.0
92,12.5,31.57025,-16.5,0,1,0.0
93,12.5,31.57025,-16.5,1,0,0.0
94,12.5,31.57025,-10.5,0,0,10.0
95,12.5,31.57025,-10.5,0,0,10.0
96,12.5,31.57025,-10.5,0,1,0.0
97,12.5,31.57025,-10.5,1,0,0.0
98,12.5,31.57025,-6.5,0,0,10.0
99,12.5,31.57025,-6.5,0,0,10.0
100,12.5,31.57025,-6.5,0,1,0.0
101,12.5,31.57025,-6.5,1,0,0.0
102,12.5,37.550125,-20.5,0,0,10.0
103,12.5,37.550125,-20.5,0,0,10.0
104,12.5,37.550125,-20.5,0,1,0.0
105,12.5,37.550125,-20.5,1,0,0.0
106,12.5,37.550125,-16.5,0,0,10.0
107,12.5,37.550125,-16.5,0,0,10.0
108,12.5,37.550125,-16.5,0,1,0.0
109,12.5,37.550125,-16.5,1,0,0.0
110,12.5,37.550125,-10.5,0,0,10.0
111,12.5,37.550125,-10.5,0,0,10.0
112,12.5,37.550125,-10.5,0,1,0.0
113,12.5,37.550125,-10.5,1,0,0.0
114,12.5,37.550125,-6.5,0,0,10.0
115,12.5,37.550125,-6.5,0,0,10.0
116,12.5,37.550125,-6.5,0,1,0.0
117,12.5,37.550125,-6.5,1,0,0.0
118,12.5,43.605375,-20.5,0,0,10.0
119,12.5,43.605375,-20.5,0,0,10.0
120,12.5,43.605375,-20.5,0,1,0.0
121,12.5,43.605375,-20.5,1,0,0.0
122,12.5,43.605375,-16.5,0,0,10.0
123,12.5,43.605375,-16.5,0,0,10.0
124,12.5,43.605375,-16.5,0,1,0.0
125,12.5,43.605375,-16.5,1,0,0.0
126,12.5,43.605375,-10.5,0,0,10.0
127,12.5,43.605375,-10.5,0,0,10.0
128,12.5,43.605375,-10.5,0,1,0.0
129,12.5,43.605375,-10.5,1,0,0.0
130,12.5,43.605375,-6.5,0,0,10.0
131,12.5,43.605375,-6.5,0,0,10.0
132,12.5,43.605375,-6.5,0,1,0.0
133,12.5,43.605375,-6.5,1,0,0.0
134,12.5,49.736,-20.5,0,0,10.0
135,12.5,49.736,-20.5,0,0,10.0
136,12.5,49.736,-20.5,0,1,0.0
137,12.5,49.736,-20.5,1,0,0.0
138,12.5,49.736,-16.5,0,0,10.0
139,12.5,49.736,-16.5,0,0,10.0
140,12.5,49.736,-16.5,0,1,0.0
141,12.5,49.736,-16.5,1,0,0.0
142,12.5,49.736,-10.5,0,0,10.0
143,12.5,49.736,-10.5,0,0,10.0
144,12.5,49.736,-10.5,0,1,0.0
145,12.5,49.736,-10.5,1,0,0.0
146,12.5,49.736,-6.5,0,0,10.0
147,12.5,49.736,-6.5,0,0,10.0
148,12.5,49.736,-6.5,0,1,0.0
149,12.5,49.736,-6.5,1,0,0.0
150,12.5,55.942,-20.5,0,0,10.0
151,12.5,55.942,-20.5,0,0,10.0
152,12.5,55.942,-20.5,0,1,0.0
153,12.5,55.942,-20.5,1,0,0.0
154,12.5,55.942,-16.5,0,0,10.0
155,12.5,55.942,-16.5,0,0,10.0
156,12.5,55.942,-16.5,0,1,0.0
157,12.5,55.942,-16.5,1,0,0.0
158,12.5,55.942,-10.5,0,0,10.0
159,12.5,55.942,-10.5,0,0,10.0
160,12.5,55.942,-10.5,0,1,0.0
161,12.5,55.942,-10.5,1,0,0.0
162,12.5,55.942,-6.5,0,0,10.0
163,12.5,55.942,-6.5,0,0,10.0
164,12.5,55.942,-6.5,0,1,0.0
165,12.5,55.942,-6.5,1,0,0.0
166,12.5,62.29875,-20.5,0,0,10.0
167,12.5,62.29875,-20.5,0,0,10.0
168,12.5,62.29875,-20.5,0,1,0.0
169,12.5,62.29875,-20.5,1,0,0.0
170,12.5,62.29875,-16.5,0,0,10.0
171,12.5,62.29875,-16.5,0,0,10.0
172,12.5,62.29875,-16.5,0,1,0.0
173,12.5,62.29875,-16.5,1,0,0.0
174,12.5,62.29875,-10.5,0,0,10.0
175,12.5,62.29875,-10.5,0,0,10.0
176,12.5,62.29875,-10.5,0,1,0.0
177,12.5,62.29875,-10.5,1,0,0.0
178,12.5,62.29875,-6.5,0,0,10.0
179,12.5,62.29875,-6.5,0,0,10.0
180,12.5,62.29875,-6.5,0,1,0.0
181,12.5,62.29875,-6.5,1,0,0.0
182,12.5,68.80625,-20.5,0,0,10.0
183,12.5,68.80625,-20.5,0,0,10.0
184,12.5,68.80625,-20.5,0,1,0.0
185,12.5,68.80625,-20.5,1,0,0.0
186,12.5,68.80625,-16.5,0,0,10.0
187,12.5,68.80625,-16.5,0,0,10.0
188,12.5,68.80625,-16.5,0,1,0.0
189,12.5,68.80625,-16.5,1,0,0.0
190,12.5,68.80625,-10.5,0,0,10.0
191,12.5,68.80625,-10.5,0,0,10.0
192,12.5,68.80625,-10.5,0,1,0.0
193,12.5,68.80625,-10.5,1,0,0.0
194,12.5,68.80625,-6.5,0,0,10.0
195,12.5,68.80625,-6.5,0,0,10.0
196,12.5,68.80625,-6.5,0,1,0.0
197,12.5,68.80625,-6.5,1,0,0.0
198,12.5,68.80625,10.0,0,0,20.0
199,12.5,180.0,10.0,0,0,20.0
200,30.0,180.0,10.0,0,0,20.0
